locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
1591839,Tacos Rodriguez,Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,289003,289,3,22MFF-00024,SUSPEND,Tacos: burritos: quesadillas: soda & water,6012406.465,2115874.016,37.79048515,-122.4009404,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00024&ExportPDF=1&Filename=22MFF-00024_schedule.pdf,,,,20220126,1,11/15/2022 0:00,"(37.790485146128, -122.40094044068951)",4,1,10,28854,6
1738247,Zuri Food Facilities,Truck,8722000,MARIPOSA ST: ARKANSAS ST to CAROLINA ST (1500 - 1699),1601 MARIPOSA ST,4006005,4006,5,23MFF-00037,APPROVED,Peruvian Food Served Hot,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00037&ExportPDF=1&Filename=23MFF-00037_schedule.pdf,,,11/15/2023 0:00,20231103,0,11/15/2024 0:00,"(0.0, 0.0)",,,,,
1735100,Think is Good Inc.,Truck,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,95,23MFF-00033,REQUESTED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,6012851.27,2115274.827,37.78886472,-122.3993594,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00033&ExportPDF=1&Filename=23MFF-00033_schedule.pdf,,,,20231019,0,11/15/2024 0:00,"(37.78886471534304, -122.39935935136297)",12,2,9,28855,6
1336741,Quan Catering,Truck,3376000,BURKE AVE: START: 1500-1599 BLOCK to 03RD ST (1500 - 1599),1575 BURKE AVE,5203043,5203,43,19MFF-00055,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6016176.048,2098933.04,37.74417845,-122.3867159,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00055&ExportPDF=1&Filename=19MFF-00055_schedule.pdf,,,7/10/2019 0:00,20190710,1,1/15/2021 0:00,"(37.744178447375724, -122.38671592975922)",10,3,8,58,1
1337426,Liang Bai Ping,Truck,10215000,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),Assessors Block /Lot,,,,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,,,7/12/2019 0:00,20190712,1,1/15/2021 0:00,"(0.0, 0.0)",,,,,
848184,Reecees Soulicious,Truck,2799106,BAY SHORE BLVD: BAY SHORE BLVD to OAKDALE AVE (185 - 299) -- EAST --,201 BAY SHORE BLVD,5559021,5559,21,16MFF-0139,REQUESTED,Fried Chicken: Fried Fish: Greens: Mac & Cheese: Peach Cobbler: and String beans,6011355.555,2099442.374,37.74530891,-122.4034201,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0139&ExportPDF=1&Filename=16MFF-0139_schedule.pdf,Mo-We:7AM-7PM,,,20160908,0,3/15/2017 0:00,"(37.74530890865633, -122.40342005999852)",10,3,8,58,1
1332942,Mini Mobile Food Catering,Truck,5861002,FREMONT ST: TRANSBAY HUMP to NATOMA ST (116 - 169),147 FREMONT ST,3719003,3719,3,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6013984.177,2115732.906,37.79018557,-122.3954717,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,,,6/26/2019 0:00,20190626,1,1/15/2021 0:00,"(37.79018557063344, -122.39547172580944)",12,2,9,28855,6
1343831,Got Snacks,Push Cart,184001,03RD ST: TERRY A FRANCOIS BLVD to CHANNEL ST (1000 - 1099),1020 03RD ST,8714002,8714,2,19MFF-00112,REQUESTED,sunflower seeds: crackerjacks: bottled water: peanuts: candy,6015168.306,2110364.21,37.77551014,-122.3909993,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00112&ExportPDF=1&Filename=19MFF-00112_schedule.pdf,,,,20190801,1,7/15/2020 0:00,"(37.77551013804947, -122.39099930600248)",14,3,9,310,20
1047831,The Chef Station,Truck,480000,10TH ST: FELL ST \ MARKET ST \ POLK ST to STEVENSON ST (1 - 18),8 10TH ST,3507041,3507,41,17MFF-0203,REQUESTED,South American/Peruvian food,6007585.376,2110633.378,37.77582552,-122.4172496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0203&ExportPDF=1&Filename=17MFF-0203_schedule.pdf,,,,20171215,0,,"(37.7758255197583, -122.41724962664345)",8,2,9,28853,34
1568975,California Kahve,Truck,7922000,LA PLAYA: LINCOLN WAY \ MARTIN LUTHER KING JR DR to IRVING ST (1200 - 1299),1234 GREAT HWY,1701006,1701,6,21MFF-00102,EXPIRED,Drip Coffee: Espresso Drinks: Matcha Green Tea: Black Teas: Herbal Teas: Crossaints: Savory and Sweet Breads,5980806.006,2106745.676,37.76360804,-122.5095958,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00102&ExportPDF=1&Filename=21MFF-00102_schedule.pdf,,,11/4/2021 0:00,20211104,0,11/15/2022 0:00,"(37.76360804110198, -122.50959579624613)",1,8,3,56,35
934516,Scotch Bonnet,Truck,101000,01ST ST: STEVENSON ST to JESSIE ST (21 - 56),50 01ST ST,3708055,3708,55,17MFF-0094,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,6013063.33,2115738.283,37.79014907,-122.3986582,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0094&ExportPDF=1&Filename=17MFF-0094_schedule.pdf,Mo:6AM-8PM,,3/16/2017 0:00,20170213,0,7/15/2018 0:00,"(37.790149073725544, -122.39865818460403)",12,2,9,28855,6
1337425,Liang Bai Ping,Truck,10215000,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),931 PALOU AVE,4755042,4755,42,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6018287.161,2092537.392,37.72673391,-122.378972,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,,,7/12/2019 0:00,20190712,1,1/15/2021 0:00,"(37.72673391124156, -122.37897200523552)",10,3,8,58,1
1729521,Senor Sisig,Truck,5874000,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,140007,140,7,23MFF-00011,APPROVED,Various menu items & drinks,6012853.387,2119060.762,37.79926011,-122.3996179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00011&ExportPDF=1&Filename=23MFF-00011_schedule.pdf,,,10/3/2023 0:00,20230926,0,11/15/2024 0:00,"(37.799260113502285, -122.39961794865545)",3,1,10,28860,6
1729543,Senor Sisig,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),300 PINE ST,260005,260,5,23MFF-00013,APPROVED,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00013&ExportPDF=1&Filename=23MFF-00013_schedule.pdf,,,10/3/2023 0:00,20230926,0,11/15/2024 0:00,"(0.0, 0.0)",,,,,
1729511,Senor Sisig,Truck,132000,02ND ST: MISSION ST to MINNA ST (100 - 130),120 02ND ST,3722002,3722,2,23MFF-00010,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,6012781.49,2114784.339,37.78751406,-122.3995663,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00010&ExportPDF=1&Filename=23MFF-00010_schedule.pdf,,,10/3/2023 0:00,20230926,0,11/15/2024 0:00,"(37.787514060738104, -122.39956633142907)",12,2,9,28855,6
1729508,Senor Sisig,Truck,9097000,MISSION ST: 05TH ST to MINT ST (900 - 930),901 MISSION ST,3725093,3725,93,23MFF-00009,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,6010709.29,2112874.234,37.78215364,-122.4066011,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00009&ExportPDF=1&Filename=23MFF-00009_schedule.pdf,,,10/3/2023 0:00,20230926,0,11/15/2024 0:00,"(37.78215364099855, -122.40660110683912)",14,2,9,28853,34
1729534,Senor Sisig,Truck,3143000,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,23MFF-00012,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,6012853.387,2119060.762,37.79926011,-122.3996179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00012&ExportPDF=1&Filename=23MFF-00012_schedule.pdf,,,10/3/2023 0:00,20230926,0,11/15/2024 0:00,"(37.799260113502285, -122.39961794865545)",3,1,10,28860,6
1729535,Senor Sisig,Truck,480000,10TH ST: FELL ST \ MARKET ST \ POLK ST to STEVENSON ST (1 - 18),8 10TH ST,3507041,3507,41,23MFF-00012,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,6007585.376,2110633.378,37.77582552,-122.4172496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00012&ExportPDF=1&Filename=23MFF-00012_schedule.pdf,,,10/3/2023 0:00,20230926,0,11/15/2024 0:00,"(37.7758255197583, -122.41724962664345)",8,2,9,28853,34
1735098,Think is Good Inc.,Truck,10454000,PINE ST: FRONT ST to BATTERY ST (100 - 199),100 PINE ST,262020,262,20,23MFF-00033,REQUESTED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,6012991.558,2116647.189,37.79264072,-122.3989703,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00033&ExportPDF=1&Filename=23MFF-00033_schedule.pdf,,,,20231019,0,11/15/2024 0:00,"(37.79264071673365, -122.39897033211076)",4,1,10,28860,6
1652625,"Off the Grid Services, LLC",Truck,8794000,MARY ST: MINNA ST to NATOMA ST (24 - 69),44 MARY ST,3725127,3725,127,22MFF-00038,EXPIRED,Multiple Food Trucks & Food Types,6010698.263,2112589.921,37.78137237,-122.4066192,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00038&ExportPDF=1&Filename=22MFF-00038_schedule.pdf,,,11/22/2022 0:00,20221019,0,11/15/2023 0:00,"(37.781372367648615, -122.40661921344578)",14,2,9,28853,34
1732544,Bonito Poke,Truck,7165000,ILLINOIS ST: 16TH ST to MARIPOSA ST \ TERRY A FRANCOIS BLVD (400 - 599),409 ILLINOIS ST,3940003,3940,3,23MFF-00016,REQUESTED,Bonito Poke Bowls & Various Drinks,6016152.963,2106970.029,37.76624505,-122.3873563,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00016&ExportPDF=1&Filename=23MFF-00016_schedule.pdf,,,,20231010,0,11/15/2024 0:00,"(37.76624504710292, -122.38735628651092)",14,3,9,310,20
1723803,Natan's Catering,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,4,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6010061.632,2107930.589,37.76854329,-122.4084929,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.76854328902419, -122.40849289243862)",8,4,8,28853,19
1723823,Natan's Catering,Truck,7166000,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),Assessors Block 3941/Lot001,3941001,3941,1,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016208.818,2106421.254,37.76474132,-122.3871248,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.764741322674965, -122.38712481217911)",14,3,8,310,29
1723801,Natan's Catering,Truck,0,,Assessors Block 5216/Lot030,5216030,5216,30,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015212.23,2099399.714,37.74540643,-122.3900812,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.74540642941645, -122.39008122484672)",10,3,8,58,1
1723804,Natan's Catering,Truck,10827000,QUINT ST: ARTHUR AVE to CUSTER AVE (1 - 199),50 QUINT ST,5201001,5201,1,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015535.265,2099780.721,37.74647051,-122.3889908,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.746470506647114, -122.38899080865444)",10,3,8,58,1
1723816,Natan's Catering,Truck,4345000,CONNECTICUT ST: 17TH ST to MARIPOSA ST (100 - 199),146 CONNECTICUT ST,3983037,3983,37,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013067.343,2106377.709,37.7644473,-122.3979874,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.764447295561894, -122.397987371508)",14,3,8,28856,29
1723812,Natan's Catering,Truck,2157202,ALEMANY BLVD: FOLSOM ST to ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP (400 - 498) -- NORTH --,400 ALEMANY BLVD,5843024,5843,24,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008042.137,2095078.992,37.7331424,-122.4145686,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.73314239514255, -122.41456863241858)",2,7,7,28859,2
1723822,Natan's Catering,Truck,7164000,,Assessors Block 8722/Lot001,8722001,8722,1,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016110.001,2107608.418,37.76799555,-122.3875494,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.76799554568555, -122.38754942654721)",14,3,9,310,20
1723820,Natan's Catering,Truck,6759001,HARRISON ST: 26TH ST to KAMILLE CT (3000 - 3048),3040 HARRISON ST,6573001,6573,1,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008722.691,2100785.001,37.74884806,-122.412619,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.748848056566345, -122.41261899465519)",2,4,7,28859,19
1723800,Natan's Catering,Truck,0,,Assessors Block 4046/Lot001,4046001,4046,1,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016675.163,2105416.559,37.76200846,-122.3854418,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.76200845803015, -122.38544181156826)",14,3,8,310,29
1723828,Natan's Catering,Truck,8954000,MENDELL ST: CARGO WAY to NEWHALL ST (1 - 199),151 MENDELL ST,4570019,4570,19,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6017284.437,2098416.063,37.74282023,-122.3828474,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.742820234675946, -122.38284735551785)",10,3,8,58,1
1723798,Natan's Catering,Truck,0,,Assessors Block 4227/Lot012,4227012,4227,12,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014953.292,2102226.967,37.75315511,-122.3911742,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.75315510671546, -122.3911741844557)",10,3,8,28856,29
1723807,Natan's Catering,Truck,15019101,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),Assessors Block 8732/Lot001,8732001,8732,1,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015193.322,2108612.958,37.77070298,-122.3907904,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.77070297609754, -122.39079035556641)",14,3,9,310,20
1723827,Natan's Catering,Truck,8694000,MARIN ST: START: 800-949 BLOCK to MICHIGAN ST (800 - 899),888 MARIN ST,4358007,4358,7,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016687.302,2100845.634,37.74945833,-122.3850813,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.74945832902701, -122.38508133967831)",10,3,8,58,1
1723799,Natan's Catering,Truck,0,,Assessors Block 5369/Lot003,5369003,5369,3,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011013.658,2096830.358,37.73811777,-122.4044185,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.73811777159187, -122.40441846721173)",10,3,8,58,1
1587522,"Chairman SF, LLC",Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,238003,238,3,21MFF-00153,EXPIRED,Baos: bowls & drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00153&ExportPDF=1&Filename=21MFF-00153_schedule.pdf,,,12/30/2021 0:00,20211230,0,11/15/2022 0:00,"(0.0, 0.0)",,,,,
1723819,Natan's Catering,Truck,6721000,HARRISON ST: MERLIN ST to OAK GROVE ST (924 - 950),950 HARRISON ST,3753241,3753,241,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011666.481,2111483.537,37.77838862,-122.4031918,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.778388615786554, -122.40319178322909)",14,2,9,28856,34
1723829,Natan's Catering,Truck,9212000,MISSOURI ST: 20TH ST to SIERRA ST (500 - 630),555 MISSOURI ST,4101031,4101,31,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013632.016,2104493.013,37.75930377,-122.3959022,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.75930376638337, -122.39590223123567)",10,3,8,28856,29
1723794,Natan's Catering,Truck,0,,Assessors Block 5598/Lot031,5598031,5598,31,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6010555.368,2097635.855,37.74030387,-122.4060597,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.74030387280596, -122.4060597434942)",10,3,8,58,1
1723802,Natan's Catering,Truck,0,,Assessors Block 4103/Lot023A,4103023A,4103,023A,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014314.885,2104114.856,37.7583034,-122.3935141,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.758303395642486, -122.39351405481675)",10,3,8,28856,29
1723805,Natan's Catering,Truck,1232000,,435 23RD ST,4232010,4232,10,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016887.317,2102871.037,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.755030726766726, -122.38453073422282)",10,3,8,28856,29
1723814,Natan's Catering,Truck,3376000,BURKE AVE: START: 1500-1599 BLOCK to 03RD ST (1500 - 1599),1580 BURKE AVE,5203066,5203,66,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016479.944,2099135.868,37.74475219,-122.3856792,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.74475219161639, -122.38567924872147)",10,3,8,58,1
1723793,Natan's Catering,Truck,0,,Assessors Block 8722/Lot003,8722003,8722,3,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014776.597,2107430.478,37.76743302,-122.3921491,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.76743301733124, -122.39214911417167)",14,3,9,310,20
1723815,Natan's Catering,Truck,381000,07TH ST: HOOPER ST to IRWIN ST (1100 - 1199),1140 07TH ST,3820002,3820,2,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6012967.316,2107764.443,37.76824939,-122.3984307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.7682493867935, -122.39843065021364)",14,3,8,28856,20
1723826,Natan's Catering,Truck,797000,17TH ST: MISSION ST to HOFF ST (3300 - 3343),3335 17TH ST,3576086,3576,86,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6006602.872,2106039.462,37.76315639,-122.4203222,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.76315639322651, -122.42032223152648)",8,4,7,28859,19
1723809,Natan's Catering,Truck,185205,,1650 03RD ST,8711007,8711,7,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014983.883,2108042.285,37.76912441,-122.3914749,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.769124412168054, -122.39147491124585)",14,3,9,310,20
1723811,Natan's Catering,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3201 03RD ST,4377001,4377,1,23MFF-00006,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016160.221,2100487.333,37.74844534,-122.386879,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00006&ExportPDF=1&Filename=23MFF-00006_schedule.pdf,,,9/12/2023 0:00,20230911,1,11/15/2024 0:00,"(37.748445338837655, -122.38687903197963)",10,3,8,58,1
